Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
詫びる	1606790	わびる	詫	Ichidan verb, intransitive verb	1: to apologize<br>2: to apologise	
諺	1264600	ことわざ	諺	noun	1: proverb<br>2: maxim	
謂	2672300	いい	謂	noun	1: what was said<br>2: what it means<br>3: origin of a story (or tradition, etc.)	
轟く	1285710	とどろく	轟	Godan verb with `ku' ending, intransitive verb	1: to roar<br><br>1: to be well-known<br>2: to be famous<br><br>1: to palpitate<br>2: to throb	
轟かす	2106710	とどろかす	轟	Godan verb with `su' ending, transitive verb	1: to make a thundering sound<br>2: to make roar	
輻	2180090	や	輻	noun	1: spoke	スポーク
貰う	1535910	もらう	貰	Godan verb with `u' ending, transitive verb	1: to receive<br>2: to take<br>3: to accept<br><br>1: to get somebody to do something	
賂	2513770	まいない	賂	noun	1: bribe	
賑やか	1463480	にぎやか	賑	adjectival nouns or quasi-adjectives	1: bustling<br>2: busy<br>3: lively	
賑わい	1463490	にぎわい	賑	noun	1: prosperity<br>2: bustle<br>3: activity<br>4: crowd<br>5: turnout	
賑わう	1463500	にぎわう	賑	Godan verb with `u' ending, intransitive verb	1: to prosper<br>2: to flourish<br>3: to do thriving business<br>4: to be crowded with people	
賑わす	1463510	にぎわす	賑	Godan verb with `su' ending, transitive verb	1: to make prosperous<br>2: to enliven	
躓く	1573400	つまずく	躓	Godan verb with `ku' ending, intransitive verb	1: to stumble<br>2: to trip<br><br>1: to fail	
蹄	1436750	ひづめ	蹄	noun	1: hoof	
蹴る	1333400	ける	蹴	Godan verb with `ru' ending, transitive verb	1: to kick<br><br>1: to refuse<br>2: to reject	
跨ぐ	1267830	またぐ	跨	Godan verb with `gu' ending, transitive verb	1: to step over<br>2: to step across<br>3: to stride over<br>4: to stride across<br>5: to cross<br><br>1: to stretch over<br>2: to span<br>3: to bridge<br>4: to saddle<br>5: to straddle	
跨る	1603970	またがる	跨	Godan verb with `ru' ending, intransitive verb	1: to extend over<br>2: to extend into<br><br>1: to straddle	
跪く	1573270	ひざまずく	跪	Godan verb with `ku' ending, intransitive verb	1: to kneel	
醤	2562270	ひしお	醤	noun	1: paste similar to miso made from koji mold and salt water<br><br>1: watery mash left over from making soy sauce	
麹	1285730	こうじ	麹	noun	1: mould grown on rice, barley, beans, etc. as a starter to make sake, miso, soy sauce, etc. (mold)<br>2: malted rice<br>3: malt	
鋤	1345620	すき	鋤	noun	1: spade<br><br>1: plough<br>2: plow	唐鋤
鋤く	2602570	すく	鋤	Godan verb with `ku' ending, transitive verb	1: to plough<br>2: to plow<br>3: to hoe<br>4: to till	
鍋	1459720	なべ	鍋	noun, noun, used as a suffix	1: saucepan<br>2: pot<br><br>1: stew<br>2: hot pot	
鏑	2228110	かぶら	鏑	noun	1: turnip-shaped whistle made of hollowed-out wood or deer horn (attached to an arrow to sound when fired)<br><br>1: arrow with such a whistle attached	蕪; 鏑矢
鋸	1232930	のこぎり	鋸	noun	1: saw<br><br>1: musical saw	
錐	1372690	きり	錐	noun	1: drill<br>2: auger	
鍵	1260490	かぎ	鍵	noun	1: key<br><br>1: lock	錠
鍬	1247180	くわ	鍬	noun	1: hoe	
鋲	1956890	びょう	鋲	noun	1: rivet<br>2: tack<br>3: thumbtack<br>4: drawing-pin<br>5: hobnail	
錫	1324280	すず	錫	noun	1: tin (Sn)	
錨	1609110	いかり	錨	noun	1: anchor	
釘	1436840	くぎ	釘	noun	1: nail (i.e. small metal spike)	
鉦	1633470	かね	鉦	noun	1: gong<br>2: handbell	
錆	1593820	さび	錆	noun	1: rust	
鋏	1573820	はさみ	鋏	noun	1: scissors<br>2: shears<br>3: clippers<br><br>1: hole punch	螯
閃き	1392470	ひらめき	閃	noun	1: flair<br>2: flash<br><br>1: insight<br><br>1: waving (e.g. of a flag in the wind)	
閃く	1392480	ひらめく	閃	Godan verb with `ku' ending, intransitive verb	1: to flash (lightning, etc.)<br>2: to flicker (lights)<br>3: to glitter<br><br>1: to wave<br>2: to undulate<br><br>1: to hit on a good idea<br>2: to occur to someone	
悶える	1536080	もだえる	悶	Ichidan verb, intransitive verb	1: to be in agony<br>2: to worry	
闇	1154910	やみ	闇	noun, nouns which may take the genitive case particle `no'	1: darkness<br>2: the dark<br>3: dark<br><br>1: bewilderment<br>2: despair<br>3: hopelessness<br><br>1: black-marketeering<br>2: shady<br>3: illegal<br>4: under-the-table	
霞	1196510	かすみ	霞	noun	1: haze (esp. in spring)<br>2: mist<br><br>1: dimness (of sight)	霧・1
霞む	1196520	かすむ	霞	Godan verb with `mu' ending, intransitive verb	1: to grow hazy<br>2: to be misty<br><br>1: to get blurry<br><br>1: to be overshadowed	
鞍	1955780	くら	鞍	noun	1: saddle	
鞭	1633970	むち	鞭	noun	1: whip<br>2: lash<br>3: scourge<br><br>1: stick<br>2: cane<br>3: rod<br>4: pointer	
鞘	1352120	さや	鞘	noun	1: scabbard<br><br>1: cap (on pen, brush, etc.)<br><br>1: margin (between two prices)<br>2: spread<br>3: markup<br>4: commission<br><br>1: enclosure<br>2: outer fence	
鞄	1208910	かばん	鞄	noun	1: bag<br>2: satchel<br>3: briefcase<br>4: basket	
鞠	1226280	まり	鞠	noun	1: ball (for sport, games, etc.)<br><br>1: kemari<br>2: type of football played by courtiers in ancient Japan	蹴鞠
頓に	1954120	とみに	頓	adverb	1: suddenly<br>2: all at once<br>3: rapidly	
頓と	2097060	とんと	頓	adverb	1: completely<br><br>1: not at all	
頃	1579080	ころ	頃	noun, adverbial noun, noun, used as a suffix	1: (approximate) time<br>2: around<br>3: about<br>4: toward<br><br>1: suitable time (or condition)<br><br>1: time of year<br>2: season	食べ頃
頬	1584160	ほお	頬	noun	1: cheek (of face)	
頗る	1373550	すこぶる	頗	adverb	1: extremely<br>2: very much	
顎	1207560	あご	顎	noun, nouns which may take the genitive case particle `no'	1: chin<br>2: jaw	
餌	1173340	えさ	餌	noun	1: (animal) feed<br>2: fodder<br><br>1: bait<br>2: lure<br>3: enticement	
蝕む	1358730	むしばむ	蝕	Godan verb with `mu' ending, intransitive verb	1: to be worm-eaten<br>2: to be eaten by worms<br><br>1: to affect adversely<br>2: to spoil<br>3: to ruin<br>4: to undermine<br>5: to gnaw at (one's heart, body, etc.)<br>6: to eat into	
飴	1153520	あめ	飴	noun	1: (hard) candy<br>2: toffee<br><br>1: rice-sugar<br>2: sugar made from the starch of rice, potatoes, etc.<br><br>1: amber<br>2: yellowish-brown	飴色
餅	1535790	もち	餅	noun	1: sticky rice cake	糯
馳せる	1949560	はせる	馳	Ichidan verb, intransitive verb	1: to run<br>2: to hurry (when going somewhere)<br><br>1: to drive (a car) quickly<br>2: to ride fast (on a horse)<br><br>1: to win (fame)	名をはせる
騙す	1574550	だます	騙	Godan verb with `su' ending, transitive verb	1: to trick<br>2: to cheat<br>3: to deceive	
騙る	2064050	かたる	騙	Godan verb with `ru' ending, transitive verb	1: to swindle<br>2: to cheat<br>3: to take (something) away by deception<br><br>1: to misrepresent oneself (as)<br>2: to lie (e.g. about one's name or status)<br>3: to falsify (e.g. a seal)<br>4: to assume (a name)<br>5: to pretend (to be)	
鰻	1172500	うなぎ	鰻	noun	1: eel (esp. the Japanese eel, Anguilla japonica)	
鯛	1411550	たい	鯛	noun	1: sea bream (Sparidae)<br>2: porgy<br><br>1: tai (species of reddish-brown Pacific sea bream, Pagrus major)	
鰯	1587860	いわし	鰯	noun	1: pilchard (esp. the Japanese pilchard, Sardinops melanostictus)<br>2: sardine (esp. the sardine of the Japanese pilchard)	
鱒	1524900	ます	鱒	noun	1: trout<br>2: sea trout	
鮭	1579300	さけ	鮭	noun	1: salmon (Salmonidae spp.)<br><br>1: chum salmon (Oncorhynchus keta)	
鮪	1524880	まぐろ	鮪	noun	1: tuna (edible fish, Thunnus spp.)<br>2: tunny<br><br>1: Pacific bluefin tuna (edible fish, Thunnus orientalis)<br><br>1: dead lay<br>2: person who is inactive during sexual intercourse	
鮎	1586720	あゆ	鮎	noun	1: sweetfish (Plecoglossus altivelis altivelis)<br>2: ayu<br><br>1: salmon	鮭・1
鯵	1586400	あじ	鯵	noun	1: horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus)<br>2: jack mackerel<br>3: pompano<br>4: scad	
鱈	1416790	たら	鱈	noun	1: gadid (any fish of the family Gadidae, incl. cod, haddock, whiting and pollack)<br><br>1: Pacific cod (Gadus macrocephalus)	真鱈・まだら
鯖	1299610	さば	鯖	noun	1: mackerel (esp. the chub mackerel, Scomber japonicus)<br><br>1: server (in an online game)	サーバ
鮫	1299670	さめ	鮫	noun	1: shark	
鰹	1208850	かつお	鰹	noun	1: skipjack tuna<br>2: bonito (Katsuwonus pelamis)	
鰍	1207700	かじか	鰍	noun	1: sculpin (any fish of family Cottidae, incl. the bullheads and the miller's-thumb)<br><br>1: Japanese fluvial sculpin (Cottus pollux)	
鰍	2192980	いなだ	鰍	noun	1: young Japanese amberjack (Seriola quinqueradiata)	鰤
鰐	1562640	わに	鰐	noun, nouns which may take the genitive case particle `no'	1: crocodile<br>2: alligator<br>3: crocodilian<br><br>1: shark	
鮒	1502830	ふな	鮒	noun	1: crucian carp (Carassius spp.)	
鰭	1490520	ひれ	鰭	noun	1: fin (e.g. of a fish)	
鴎	1181750	かもめ	鴎	noun	1: common gull (Larus canus)<br>2: mew gull<br><br>1: gull (Laridae spp.)<br>2: seagull	
鵜	1172190	う	鵜	noun	1: cormorant (Phalacrocoracidae spp.)	
鷺	2148630	さぎ	鷺	noun	1: heron (Ardeidae)	
鴨	1209250	かも	鴨	noun	1: duck<br><br>1: easy mark<br>2: sucker<br>3: sitting duck	
鳶	1008670	とび	鳶	noun	1: black kite (Milvus migrans)<br><br>1: construction worker<br>2: scaffold erector<br>3: firefighter<br><br>1: Inverness cape	鳶職; 鳶合羽
梟	1568080	ふくろう	梟	noun	1: owl (esp. the Ural owl, Strix uralensis)	
塵	1369900	ごみ	塵	noun	1: rubbish<br>2: trash<br>3: garbage<br>4: refuse	
塵	1369910	ちり	塵	noun	1: dust<br>2: dirt	
麓	1611440	ふもと	麓	noun	1: foot (of a mountain or hill)<br>2: bottom<br>3: base	
瞑る	1585820	つぶる	瞑	Godan verb with `ru' ending, transitive verb	1: to close (eyes)<br>2: to shut	
瞑する	2575260	めいする	瞑	suru verb - special class, intransitive verb	1: to close one's eyes<br>2: to sleep<br><br>1: to rest in peace	
挫く	1292010	くじく	挫	Godan verb with `ku' ending, transitive verb	1: to sprain<br>2: to twist<br><br>1: to dampen (enthusiasm)<br>2: to discourage<br>3: to dishearten<br>4: to dispirit<br>5: to depress<br>6: to unnerve<br>7: to crush	
挫ける	1292020	くじける	挫	Ichidan verb, intransitive verb	1: to be disheartened<br>2: to lose heart<br>3: to be dispirited<br>4: to be crushed (emotionally)<br><br>1: to be sprained<br><br>1: to be snapped<br>2: to be broken	
遡る	1397830	さかのぼる	遡	Godan verb with `ru' ending, intransitive verb	1: to go upstream<br><br>1: to go back (in time, to origin)<br>2: to date back to<br>3: to trace back to<br>4: to make retroactive	
嘉する	2823380	よみする	嘉	suru verb - special class	1: to praise<br>2: to extol<br>3: to applaud<br>4: to esteem	
兜	1209030	かぶと	兜	noun	1: helmet (of armor, armour)<br>2: headpiece	
爽やか	1399520	さわやか	爽	adjectival nouns or quasi-adjectives, noun	1: fresh<br>2: refreshing<br>3: invigorating<br>4: clear<br>5: fluent<br>6: eloquent	
輿	1584960	かご	輿	noun	1: palanquin<br>2: litter<br>3: bier	
歪	1562420	いびつ	歪	adjectival nouns or quasi-adjectives, noun, nouns which may take the genitive case particle `no'	1: distorted<br>2: crooked<br>3: irregular<br>4: warped<br><br>1: oval<br>2: elliptical shape<br><br>1: round, wooden container for cooked rice<br><br>1: oval coin	飯櫃・めしびつ
歪む	1585360	ゆがむ	歪	Godan verb with `mu' ending, intransitive verb	1: to warp<br>2: to swerve<br>3: to deflect<br>4: to be crooked<br>5: to be distorted<br>6: to be bent<br>7: to incline<br>8: to slant<br>9: to be perverted<br>10: to be gross-grained<br>11: to get bent<br>12: to be strained	
鼎	1436850	かなえ	鼎	noun	1: three-legged metal pot or kettle (used in ancient China)	
燕	1177350	つばめ	燕	noun	1: swallow (bird of the Hirundinidae family)<br>2: martin<br><br>1: barn swallow (Hirundo rustica)<br><br>1: younger man involved with an older woman	若い燕
嘗て	1581210	かつて	嘗	adverb, nouns which may take the genitive case particle `no'	1: once<br>2: before<br>3: formerly<br>4: ever<br>5: former<br>6: ex-<br><br>1: never yet<br>2: never before<br>3: first time<br>4: still not happened	
殆ど	1522050	ほとんど	殆	adverbial noun	1: mostly<br>2: nearly<br>3: practically<br>4: well-nigh<br>5: almost invariably<br>6: all but<br>7: just about<br>8: almost	
殆	2009740	ほとほと	殆	adverb	1: quite (usu. negative connotation)<br>2: utterly<br>3: really	
覗く	1470840	のぞく	覗	Godan verb with `ku' ending, transitive verb, intransitive verb	1: to peek (though a keyhole, gap, etc.)<br><br>1: to look down into (a ravine, etc.)<br><br>1: to peek into (a shop, bookstore, etc.)<br><br>1: to sneak a look at<br>2: to take a quick look at<br><br>1: to peep (through a telescope, microscope, etc.)<br><br>1: to stick out (a scarf from a collar, etc.)<br>2: to peek through (sky through a forest canopy, etc.)<br><br>1: to face	臨む・2
雀	1373560	すずめ	雀	noun	1: tree sparrow (Passer montanus)<br><br>1: talkative person<br>2: knowledgeable person	
隼	1478360	はやぶさ	隼	noun	1: falcon (esp. the peregrine falcon, Falco peregrinus)	
夷	1156020	えびす	夷	noun	1: peoples formerly of northern Japan with distinct language and culture (i.e. the Ainu)<br><br>1: provincial (i.e. a person who lives far from the city)<br><br>1: brutish, unsophisticated warrior (esp. used by Kyoto samurai to refer to samurai from eastern Japan)<br><br>1: foreigner<br>2: barbarian	蝦夷・1
丼	1562970	どんぶり	丼	noun	1: porcelain bowl<br><br>1: bowl of rice with food on top	丼物
斯う	1004310	こう	斯	adverb, interjection	1: in this way (used for something or someone close to the speaker, including the speaker himself, or for the opinions of the speaker)<br>2: thus<br>3: such<br><br>1: uh... (interjection used as a verbal pause)	ああ; 然う; 如何・どう
斯く	2076890	かく	斯	adverb, nouns which may take the genitive case particle `no'	1: like this<br>2: such<br>3: thus<br>4: in this way	
匙	1585630	さじ	匙	noun	1: spoon	
麿	1525740	まろ	麿	pronoun, suffix	1: I<br>2: me<br><br>1: (person having) thin or shaved eyebrows<br><br>1: affectionate suffix for names of young men or pets	
叢	1592170	くさむら	叢	noun	1: clump of bushes<br>2: grassy place<br>3: thicket<br>4: jungle<br>5: the bush	
肴	1297170	さかな	肴	noun	1: appetizer or snack served with drinks<br><br>1: performance to liven up a bar<br>2: conversation to liven up a party	
於て	1178920	おいて	於	conjunction	1: at<br>2: in<br>3: on	において
於ける	1178930	おける	於	expressions	1: in<br>2: at<br>3: for	
尖る	1389970	とがる	尖	Godan verb with `ru' ending, intransitive verb	1: to taper to a point<br>2: to become sharp<br><br>1: to look displeased<br>2: to look sour<br>3: to be on edge<br>4: to be touchy	
壷	1433870	つぼ	壷	noun	1: jar<br>2: pot<br>3: vase<br><br>1: dice cup<br><br>1: depression (i.e. the basin of a waterfall)<br><br>1: target (when aiming an arrow)<br><br>1: (figurative) bull's-eye<br><br>1: key point (of a conversation, etc.)<br><br>1: acupuncture point<br>2: moxibustion point<br><br>1: nodes on a fingerboard (of a shamisen, etc.)	思うつぼ
鴬	1181730	うぐいす	鴬	noun, noun, used as a prefix	1: Japanese bush warbler<br>2: Japanese nightingale (Cettia diphone)<br><br>1: greenish brown<br><br>1: having a beautiful voice	鶯茶
臥せる	1197670	ふせる	臥	Godan verb with `ru' ending, transitive verb	1: to lie down<br>2: to retire<br>3: to go to bed	
臥す	2224700	ふす	臥	Godan verb with `su' ending, intransitive verb	1: to lie down (in bed)	
甥	1179140	おい	甥	noun	1: nephew	甥御; 甥子
拳	1257740	こぶし	拳	noun	1: fist	
胤	1170130	たね	胤	noun	1: issue<br>2: offspring<br>3: paternal blood	
巫	1566440	かんなぎ	巫	noun	1: medium<br>2: diviner<br>3: shaman<br>4: oracle	
翔る	1570710	かける	翔	Godan verb with `ru' ending, intransitive verb	1: to soar<br>2: to fly<br><br>1: to run<br>2: to dash	
棘	1598710	とげ	棘	noun	1: thorn<br>2: spine<br>3: prickle<br><br>1: splinter (esp. lodged in one's flesh)<br>2: hard sharp item (esp. lodged in one's throat, e.g. fish bone)<br><br>1: biting words	
甦る	1606020	よみがえる	甦	Godan verb with `ru' ending, intransitive verb	1: to be resurrected<br>2: to be resuscitated<br>3: to be rehabilitated<br>4: to be revived<br>5: to be refreshed<br>6: to be restored<br><br>1: to be recalled (e.g. memories)<br>2: to be brought back	
剪る	1564590	きる	剪	Godan verb with `ru' ending	1: to cut<br>2: to prune<br>3: to trim (branches, leaves, flowers, etc.)	
躾	1573410	しつけ	躾	noun, nouns which may take the genitive case particle `no'	1: discipline<br>2: training<br>3: teaching manners	仕付け・しつけ・3
躾ける	1573420	しつける	躾	Ichidan verb, transitive verb	1: to train<br>2: to discipline<br>3: to teach manners	仕付ける・しつける・2
夥しい	1565840	おびただしい	夥	adjective	1: large number<br>2: innumerable<br>3: great many<br>4: immense<br>5: vast<br>6: abundant	
鼾	1575480	いびき	鼾	noun	1: snoring<br>2: snore	
祟り	1570080	たたり	祟	noun	1: curse<br>2: divine punishment<br>3: wrath (of an angry spirit)	
祟る	1570090	たたる	祟	Godan verb with `ru' ending, intransitive verb	1: to curse<br>2: to cast a spell<br>3: to haunt<br>4: to torment<br><br>1: to cause a bad result<br>2: to bring about a negative outcome	
粁	1042650	キロメートル	粁	noun	1: kilometer<br>2: kilometre	
吋	1023330	インチ	吋	noun	1: inch	
唖	1149990	おし	唖	noun	1: muteness<br>2: speech impairment<br><br>1: mute<br>2: deaf-mute	
檜	1568030	ひのき	檜	noun	1: hinoki cypress (Chamaecyparis obtusa)<br>2: Japanese cypress	
轡	1956140	くつわ	轡	noun	1: bit (i.e. attached to a bridle)	
淵	1501530	ふち	淵	noun	1: deep pool<br>2: deep water<br>3: abyss<br><br>1: depths (e.g. of despair, etc.)<br>2: grip (e.g. of death)	瀬・1
逞しい	1573650	たくましい	逞	adjective	1: burly<br>2: strong<br>3: sturdy<br><br>1: indomitable<br>2: indefatigable<br>3: strong-willed<br>4: resolute<br>5: bold<br><br>1: robust (vitality, appetite, economic growth, etc.)<br>2: strong	
巌	2801250	いわお	巌	noun	1: huge rock	
聾する	1561160	ろうする	聾	suru verb - special class	1: to deafen	
聾	1585300	つんぼ	聾	noun	1: deafness<br><br>1: deaf person	
躯	1956130	むくろ	躯	noun	1: (dead) body<br>2: corpse	
脛	1570850	すね	脛	noun	1: shin<br>2: shank<br>3: lower leg	
祓う	2183000	はらう	祓	Godan verb with `u' ending, transitive verb	1: to exorcise<br>2: to cleanse<br>3: to purify	
鼈	1575430	すっぽん	鼈	noun	1: Chinese soft-shelled turtle (Pelodiscus sinensis)<br>2: soft-shelled turtle (Trionychidae)	
掟	1567460	おきて	掟	noun	1: a law	
