Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
曲げる	1239740	まげる	曲	Ichidan verb, transitive verb	1: to bend<br>2: to crook<br>3: to bow<br>4: to curve<br>5: to curl<br><br>1: to lean<br>2: to tilt<br>3: to incline<br>4: to slant<br><br>1: to bend (the truth)<br>2: to distort<br>3: to twist<br>4: to pervert<br><br>1: to yield (a point)<br>2: to depart (from a principle)<br>3: to ignore (what one really thinks)<br><br>1: to pawn	
漕ぐ	1400530	こぐ	漕	Godan verb with `gu' ending, transitive verb	1: to row<br>2: to scull<br>3: to paddle<br><br>1: to pedal (e.g. bicycle)<br><br>1: to swing (on a swing)<br><br>1: to operate a hand pump<br><br>1: to push through (deep snow, the jungle, etc.)	舟を漕ぐ
図る	1600660	はかる	図	Godan verb with `ru' ending, transitive verb	1: to plot<br>2: to attempt<br>3: to plan<br>4: to devise<br>5: to design<br><br>1: to take in<br>2: to deceive<br><br>1: to aim for<br>2: to have something in mind<br><br>1: to refer A to B	
用いる	1546210	もちいる	用	Ichidan verb, transitive verb	1: to use<br>2: to make use of<br>3: to utilize<br>4: to utilise	
備える	1244960	そなえる	備	Ichidan verb, transitive verb, irregular ru verb, plain form ends with -ri	1: to furnish<br>2: to provide for<br>3: to equip<br>4: to install<br><br>1: to have ready<br>2: to prepare for<br><br>1: to possess (all that is needed)<br>2: to be endowed with<br>3: to be armed with<br><br>1: to be born with<br>2: to have since birth	
備わる	1596640	そなわる	備	Godan verb with `ru' ending, intransitive verb	1: to be furnished with<br>2: to be provided with<br>3: to be equipped with<br><br>1: to be possessed of<br>2: to be endowed with<br>3: to be gifted with<br><br>1: to be among<br>2: to be one of	
昔	1382370	むかし	昔	nouns which may take the genitive case particle `no', adverbial noun	1: olden days<br>2: former	
借りる	1323560	かりる	借	Ichidan verb, transitive verb	1: to borrow<br>2: to have a loan<br><br>1: to rent<br>2: to hire	
惜しい	1382280	おしい	惜	adjective	1: regrettable<br>2: disappointing<br><br>1: precious<br>2: dear<br>3: valuable<br><br>1: too good for<br>2: deserving better<br><br>1: almost but not quite	
惜しむ	1382300	おしむ	惜	Godan verb with `mu' ending, transitive verb	1: to be frugal<br>2: to be sparing<br><br>1: to value<br>2: to hold dear<br><br>1: to regret (e.g. a loss)<br>2: to feel sorry (for)<br><br>1: to be unwilling<br>2: to be reluctant	
措く	1647520	おく	措	Godan verb with `ku' ending	1: to give up<br>2: to except	
散ける	1303410	ばらける	散	Ichidan verb, intransitive verb	1: to come apart<br>2: to unravel<br>3: to come loose<br>4: to become disarrayed (e.g. hair)	
散らかす	1303420	ちらかす	散	Godan verb with `su' ending, transitive verb	1: to scatter around<br>2: to leave untidy	
散らかる	1303430	ちらかる	散	Godan verb with `ru' ending, intransitive verb	1: to be in disorder<br>2: to lie scattered around	
散らす	1303460	ちらす	散	Godan verb with `su' ending, transitive verb, suffix	1: to scatter<br>2: to cause a shower of<br><br>1: to disperse<br>2: to distribute<br>3: to spread<br><br>1: to resolve (a symptom, condition, etc.)<br>2: to relieve<br>3: to get rid of<br>4: to cure<br><br>1: to distract<br>2: to divert<br><br>1: to do ... wildly (i.e. disorderly or frequently)<br>2: to do ... all over the place	気を散らす
散らばる	1303480	ちらばる	散	Godan verb with `ru' ending, intransitive verb	1: to be scattered about	
散る	1303490	ちる	散	Godan verb with `ru' ending, intransitive verb	1: to fall (e.g. blossoms, leaves)<br><br>1: to scatter<br>2: to be dispersed<br><br>1: to disappear<br>2: to dissolve<br>3: to break up<br><br>1: to spread<br>2: to run<br>3: to blur<br><br>1: to die a noble death	
散	1924560	ばら	散	noun, nouns which may take the genitive case particle `no'	1: bulk storage<br>2: loose articles<br><br>1: coins<br>2: small change	ばら銭
遮る	1323290	さえぎる	遮	Godan verb with `ru' ending, transitive verb	1: to interrupt<br>2: to obstruct (e.g. a view, someone's way)<br>3: to block (e.g. light, wind)<br>4: to intercept	
度	1445150	たび	度	noun, noun, used as a suffix, counter	1: time (three times, each time, etc.)<br>2: times	
渡す	1444610	わたす	渡	Godan verb with `su' ending, transitive verb	1: to ferry across (a river, etc.)<br>2: to carry across<br>3: to traverse<br><br>1: to lay across<br>2: to build across<br><br>1: to hand over<br>2: to hand in<br>3: to pass<br>4: to give<br>5: to transfer	
渡る	1444680	わたる	渡	Godan verb with `ru' ending, intransitive verb	1: to cross over<br>2: to go across<br><br>1: to extend<br>2: to cover<br>3: to range<br>4: to span	にわたって
憤る	1504640	いきどおる	憤	Godan verb with `ru' ending, intransitive verb	1: to be angry<br>2: to resent<br>3: to be enraged<br>4: to be indignant	
焼く	1350600	やく	焼	Godan verb with `ku' ending, transitive verb	1: to burn<br><br>1: to roast<br>2: to broil<br>3: to grill<br>4: to bake<br>5: to toast<br>6: to barbecue<br><br>1: to heat<br>2: to heat up<br><br>1: to make (charcoal, pottery, bricks, etc.)<br>2: to bake<br>3: to fire<br>4: to burn<br><br>1: to tan (i.e. suntan)<br>2: to burn<br><br>1: to print (a photo)<br>2: to burn (an optical disc)<br><br>1: to be jealous of<br>2: to be envious of<br>3: to envy	灼く・やく; 妬く・やく
焼ける	1350610	やける	焼	Ichidan verb, intransitive verb	1: to burn<br>2: to be roasted<br>3: to be heated<br>4: to be sunburnt<br>5: to fade (in the sun)<br>6: to glow red (i.e. of the sky at sunset)<br><br>1: to be jealous<br>2: to be envious	
焼き	2265630	やき	焼	noun, noun, used as a suffix	1: cooking, esp. frying or stir-frying<br>2: heating<br><br>1: tempering<br><br>1: -ware	
暁	1239280	あかつき	暁	noun	1: dawn<br>2: daybreak<br><br>1: event (i.e. "in the event of ...")<br>2: occasion<br>3: occurrence	
半ば	1478780	なかば	半	adverbial noun, noun, used as a suffix	1: middle<br>2: half<br>3: semi<br>4: halfway<br>5: partly	
伴う	1478370	ともなう	伴	Godan verb with `u' ending, intransitive verb	1: to accompany<br>2: to bring with<br>3: to be accompanied by<br>4: to be involved in<br>5: to be consequent upon	
巻	1211140	まき	巻	noun	1: roll (e.g. of cloth)<br><br>1: winding<br><br>1: volume (of book)	
巻く	1211200	まく	巻	Godan verb with `ku' ending, transitive verb, intransitive verb	1: to wind<br>2: to coil<br>3: to roll<br>4: to wear (e.g. turban, scarf)<br><br>1: to envelope<br>2: to shroud<br><br>1: to outflank<br>2: to skirt<br><br>1: to link (verse)<br><br>1: to move ahead (three hours, etc.)<br>2: to move up	付合・つけあい
勝つ	1346150	かつ	勝	Godan verb with `tsu' ending, intransitive verb	1: to win<br>2: to gain victory	
勝る	1603910	まさる	勝	Godan verb with `ru' ending, intransitive verb	1: to excel<br>2: to surpass<br>3: to exceed<br>4: to have an edge<br>5: to be superior<br>6: to outrival<br><br>1: to outweigh<br>2: to preponderate	
藤	1449910	ふじ	藤	noun	1: wisteria (esp. Japanese wisteria, Wisteria floribunda)<br>2: wistaria	
片	1516920	かた	片	prefix	1: one (of a pair)<br><br>1: incomplete<br>2: imperfect<br>3: fragmentary<br><br>1: few<br>2: little<br><br>1: off-centre<br>2: remote<br><br>1: side<br>2: problem<br>3: question<br>4: matters	片が付く
乏しい	1584130	とぼしい	乏	adjective	1: meagre<br>2: meager<br>3: scarce<br>4: limited<br>5: destitute<br>6: hard up<br>7: lacking<br>8: scanty<br>9: poor	
芝	1321610	しば	芝	noun	1: lawn<br>2: sod<br>3: turf	
杯	1472630	さかずき	杯	noun	1: sake cup<br>2: cup for alcoholic beverages	
矢	1537760	や	矢	noun	1: arrow<br><br>1: wedge<br>2: chock	
矯める	1237770	ためる	矯	Ichidan verb, transitive verb	1: to straighten<br>2: to correct<br>3: to cure<br><br>1: to falsify	
知らせる	1420410	しらせる	知	Ichidan verb, transitive verb	1: to notify<br>2: to advise<br>3: to inform	
知る	1420470	しる	知	Godan verb with `ru' ending, transitive verb	1: to be aware of<br>2: to know<br>3: to be conscious of<br>4: to cognize<br>5: to cognise<br><br>1: to notice<br>2: to feel<br><br>1: to understand<br>2: to comprehend<br>3: to grasp<br><br>1: to remember<br>2: to be acquainted with (a procedure)<br><br>1: to experience<br>2: to go through<br>3: to learn<br><br>1: to be acquainted with (a person)<br>2: to get to know<br><br>1: to concern	
矛	1603450	ほこ	矛	noun	1: long-handled Chinese spear<br>2: lance<br>3: pike<br><br>1: weapon<br>2: arms<br><br>1: grip of a bow	
柔らかい	1605630	やわらかい	柔	adjective	1: soft<br>2: tender<br>3: limp	
柔	2039460	やわ	柔	adjectival nouns or quasi-adjectives, noun	1: soft<br>2: fragile<br>3: weak<br>4: poorly built<br>5: insubstantial	
柔ら	2709280	やわら	柔	noun	1: judo<br>2: jujutsu	柔道; 柔術
霧	1531110	きり	霧	noun	1: fog<br>2: mist<br><br>1: spray	靄; 霞・1
帰す	1221240	かえす	帰	Godan verb with `su' ending, transitive verb	1: to send (someone) back<br>2: to send (someone) home	返す・1
帰る	1221270	かえる	帰	Godan verb with `ru' ending, intransitive verb	1: to return<br>2: to come home<br>3: to go home<br>4: to go back<br><br>1: to leave<br><br>1: to get home<br>2: to get to home plate	返る・1
弓	1228490	ゆみ	弓	noun	1: bow (and arrow)<br><br>1: archery<br><br>1: bow (for a violin, etc.)	
引く	1169250	ひく	引	Godan verb with `ku' ending, intransitive verb	1: to pull<br><br>1: to draw (attention, etc.)<br>2: to attract (interest, etc.)<br><br>1: to draw back<br><br>1: to draw (a card)<br><br>1: to draw (plan, line, etc.)<br><br>1: to catch (cold)<br><br>1: to play (string instr.)<br><br>1: to look up (e.g. dictionary)<br>2: to consult<br><br>1: to haul<br>2: to pull (vehicles)<br><br>1: to subtract<br><br>1: to ebb<br>2: to fade<br><br>1: to descend (from)<br>2: to inherit (a characteristic)<br><br>1: to quote<br>2: to raise (as evidence)<br><br>1: to lay (a cable)<br>2: to draw (a cable)	注意を引く; 図面を引く; 風邪を引く; 弾く・ひく; 辞書を引く
引ける	1169280	ひける	引	Ichidan verb, intransitive verb	1: to close<br>2: to be over<br>3: to break up (e.g. school)<br><br>1: to lose one's nerve<br>2: to feel daunted	気が引ける・きがひける
引き	2026830	ひき	引	noun, suffix	1: pull<br>2: patronage<br>3: influence<br><br>1: tug<br><br>1: discount	
弔う	1581760	とむらう	弔	Godan verb with `u' ending, transitive verb	1: to mourn for<br>2: to condole (family, etc.)<br><br>1: to hold a memorial service (for)	
強い	1236070	つよい	強	adjective	1: strong<br>2: powerful<br>3: mighty<br>4: potent<br><br>1: resistant<br>2: resilient<br>3: durable	
強いる	1236100	しいる	強	Ichidan verb, transitive verb	1: to force<br>2: to compel<br>3: to coerce	
強まる	1236130	つよまる	強	Godan verb with `ru' ending, intransitive verb	1: to get strong<br>2: to gain strength	
強める	1236150	つよめる	強	Ichidan verb, transitive verb	1: to strengthen<br>2: to emphasize<br>3: to emphasise	
強い	2087680	こわい	強	adjective	1: tough<br>2: stiff<br>3: hard<br><br>1: inflexible<br>2: obstinate<br>3: stubborn	
弱い	1324520	よわい	弱	adjective	1: weak<br>2: frail<br>3: delicate<br>4: tender<br>5: unskilled<br>6: weak (wine)	
弱まる	1324580	よわまる	弱	Godan verb with `ru' ending, intransitive verb	1: to abate<br>2: to weaken<br>3: to be emaciated<br>4: to be dejected<br>5: to be perplexed	
弱める	1324590	よわめる	弱	Ichidan verb, transitive verb	1: to weaken	
弱る	1324650	よわる	弱	Godan verb with `ru' ending, intransitive verb	1: to weaken<br>2: to be troubled<br>3: to be downcast<br>4: to be emaciated<br>5: to be dejected<br>6: to be perplexed<br>7: to impair	
沸かす	1501660	わかす	沸	Godan verb with `su' ending, transitive verb	1: to boil<br>2: to heat<br><br>1: to excite<br><br>1: to melt (metal)	
沸く	1606680	わく	沸	Godan verb with `ku' ending, intransitive verb	1: to grow hot (of water, etc.)<br>2: to boil<br><br>1: to be in a state of excitement<br>2: to get excited<br>3: to take place energetically<br>4: to erupt (e.g. in applause, cheers)	
費やす	1484600	ついやす	費	Godan verb with `su' ending, transitive verb	1: to spend<br>2: to expend<br>3: to consume<br><br>1: to waste<br>2: to squander<br>3: to throw away<br><br>1: to devote	
費える	1597730	ついえる	費	Ichidan verb, intransitive verb	1: to use up (one's savings)<br><br>1: to be wasted (time, effort, etc)<br><br>1: to fall apart<br>2: to become useless<br><br>1: to be wiped out (in battle)<br><br>1: to fall apart (one's body or health)	
弟	1581930	おとうと	弟	noun	1: younger brother<br><br>1: pupil<br>2: apprentice	
巧み	1278290	たくみ	巧	adjectival nouns or quasi-adjectives, noun	1: skill<br>2: cleverness	
巧む	2008800	たくむ	巧	Godan verb with `mu' ending, transitive verb	1: to devise<br>2: to plot<br>3: to plan	
朽ちる	1229310	くちる	朽	Ichidan verb, intransitive verb	1: to rot<br>2: to decay<br><br>1: to die in obscurity<br><br>1: to be forgotten with time	
誇る	1267760	ほこる	誇	Godan verb with `ru' ending, intransitive verb	1: to boast of<br>2: to be proud of	
汚い	1178940	きたない	汚	adjective	1: dirty<br>2: filthy<br>3: foul<br>4: unclean<br><br>1: disordered<br>2: messy<br>3: untidy<br>4: poor (e.g. handwriting)<br><br>1: indecent (language, etc.)<br>2: dirty<br>3: vulgar<br>4: coarse<br><br>1: dastardly<br>2: mean<br>3: base<br>4: underhanded<br><br>1: stingy<br>2: greedy	
汚す	1178960	よごす	汚	Godan verb with `su' ending, transitive verb	1: to pollute<br>2: to contaminate<br>3: to soil<br>4: to make dirty<br>5: to stain<br><br>1: to disgrace<br>2: to dishonour<br>3: to dishonor<br>4: to defile	
汚らわしい	1178980	けがらわしい	汚	adjective	1: filthy<br>2: unfair<br>3: dirty<br>4: untouchable<br>5: disgusting<br>6: nasty<br>7: foul<br>8: odious<br>9: repulsive	
汚れる	1179000	けがれる	汚	Ichidan verb, intransitive verb	1: to be violated<br>2: to be corrupted<br>3: to be polluted<br>4: to be stained	
汚れる	1179005	よごれる	汚	Ichidan verb, intransitive verb	1: to get dirty<br>2: to become dirty<br><br>1: to become sullied<br>2: to become corrupted<br>3: to lose one's chastity	汚れる・けがれる
与える	1544730	あたえる	与	Ichidan verb, transitive verb	1: to give (esp. to someone of lower status)<br>2: to bestow<br>3: to grant<br>4: to confer<br>5: to present<br>6: to award<br><br>1: to provide<br>2: to afford<br>3: to offer<br>4: to supply<br><br>1: to assign<br><br>1: to cause<br><br>1: to pass (a variable to a function)	
与する	1544750	くみする	与	suru verb - special class	1: to take part in<br>2: to be implicated in<br>3: to side with<br>4: to support	
与る	1544760	あずかる	与	Godan verb with `ru' ending, intransitive verb	1: to participate in<br>2: to take part in<br><br>1: to receive<br>2: to enjoy<br>3: to be given	
写し	1321790	うつし	写	noun	1: copy<br>2: duplicate<br>3: facsimile<br>4: transcript	
写る	1321820	うつる	写	Godan verb with `ru' ending, intransitive verb	1: to be photographed<br>2: to be projected	
写す	1588320	うつす	写	Godan verb with `su' ending, transitive verb	1: to transcribe<br>2: to duplicate<br>3: to reproduce<br>4: to imitate<br>5: to trace<br><br>1: to describe<br><br>1: to film<br>2: to picture<br>3: to photograph	
身	1365520	み	身	noun	1: body<br><br>1: oneself<br><br>1: one's place<br>2: one's position<br><br>1: main part<br>2: meat (as opposed to bone, skin, etc.)<br>3: wood (as opposed to bark)<br>4: blade (as opposed to its handle)<br>5: container (as opposed to its lid)	
射す	1322170	さす	射	Godan verb with `su' ending, intransitive verb	1: to shine	差す・1
射る	1322180	いる	射	Ichidan verb, transitive verb	1: to shoot (arrow, bolt, dart)	
謝る	1323010	あやまる	謝	Godan verb with `ru' ending	1: to apologize<br>2: to apologise	
老いる	1560990	おいる	老	Ichidan verb, intransitive verb	1: to age<br>2: to grow old	
老ける	1561010	ふける	老	Ichidan verb, intransitive verb	1: to age<br>2: to grow old	
考え	1281000	かんがえ	考	noun	1: thinking<br>2: thought<br>3: view<br>4: opinion<br>5: concept<br><br>1: idea<br>2: notion<br>3: imagination<br><br>1: intention<br>2: plan<br>3: design<br><br>1: consideration<br>2: judgement<br>3: deliberation<br>4: reflection<br><br>1: wish<br>2: hope<br>3: expectation	
考える	1281020	かんがえる	考	Ichidan verb, transitive verb	1: to think about<br>2: to take into consideration<br><br>1: to ponder<br>2: to reflect<br>3: to try to come at a conclusion<br>4: to think over (something)<br><br>1: to intend<br>2: to decide (to do)<br>3: to plan<br><br>1: to come up with<br>2: to devise<br>3: to scheme<br><br>1: to predict<br>2: to anticipate<br>3: to expect<br><br>1: to suspect<br>2: to doubt<br><br>1: to consider (somebody to be something)<br>2: to look on	
教える	1236900	おしえる	教	Ichidan verb, transitive verb	1: to teach<br>2: to inform<br>3: to instruct	
教わる	1236940	おそわる	教	Godan verb with `ru' ending, transitive verb	1: to be taught	
者	1322990	もの	者	noun	1: person	
煮える	1322490	にえる	煮	Ichidan verb, intransitive verb	1: to boil<br>2: to cook<br>3: to be cooked	
煮やす	1322530	にやす	煮	Godan verb with `su' ending	1: to cook inside	
煮る	1322540	にる	煮	Ichidan verb, transitive verb	1: to boil<br>2: to simmer<br>3: to stew<br>4: to seethe	茹でる・ゆでる
著しい	1427070	いちじるしい	著	adjective	1: striking<br>2: remarkable<br>3: considerable (used for good, bad, and neutral observations)	
著す	1427080	あらわす	著	Godan verb with `su' ending, transitive verb	1: to write<br>2: to publish	
暑い	1343460	あつい	暑	adjective	1: hot (weather, etc.)<br>2: warm	
諸	2701150	もろ	諸	prefix	1: both<br><br>1: many<br>2: various<br>3: all<br><br>1: together	
猪	1427010	いのしし	猪	noun	1: wild boar	
猪	2203230	い	猪	noun	1: hog (esp. a wild boar, but also including the domesticated pig)	
渚	1343540	なぎさ	渚	noun	1: water's edge<br>2: beach<br>3: shore	
賭ける	1444840	かける	賭	Ichidan verb, transitive verb	1: to wager<br>2: to bet<br>3: to risk<br>4: to stake<br>5: to gamble	
賭け	1590040	かけ	賭	noun, noun or participle which takes the aux. verb suru	1: betting<br>2: gambling<br>3: a gamble	賭する・とする
狭い	1237680	せまい	狭	adjective	1: narrow<br>2: confined<br>3: small	
狭まる	1237690	せばまる	狭	Godan verb with `ru' ending, intransitive verb	1: to narrow<br>2: to contract	
狭める	1237700	せばめる	狭	Ichidan verb, transitive verb	1: to narrow<br>2: to reduce<br>3: to contract	
狭	2729810	さ	狭	prefix	1: narrow<br>2: thin	
挟まる	1236840	はさまる	挟	Godan verb with `ru' ending, intransitive verb	1: to get between<br>2: to be caught in	
挟む	1600740	はさむ	挟	Godan verb with `mu' ending, transitive verb	1: to interpose<br>2: to hold between<br>3: to insert<br><br>1: to be on either side (e.g. road)<br>2: to be across (e.g. street, river)<br>3: to be beyond	
追う	1432410	おう	追	Godan verb with `u' ending, transitive verb	1: to chase<br>2: to run after<br>3: to pursue<br><br>1: to follow (i.e. a set order, a trend)<br><br>1: to drive out<br>2: to oust<br>3: to expel<br><br>1: to drive (i.e. a herd)<br><br>1: (in passive voice) to be pressed (for time, etc.)	
父	1497610	ちち	父	noun	1: father	母・はは
交える	1271660	まじえる	交	Ichidan verb, transitive verb	1: to mix<br>2: to combine<br><br>1: to exchange (words, fire, etc.)<br><br>1: to cross (e.g. swords)<br>2: to join together	
交わる	1271700	まじわる	交	Godan verb with `ru' ending, intransitive verb	1: to cross<br>2: to intersect<br>3: to join<br>4: to meet<br><br>1: to associate with<br>2: to mingle with<br>3: to consort with<br><br>1: to have a sexual relationship<br>2: to copulate	
交わす	1590750	かわす	交	Godan verb with `su' ending, transitive verb, suffix	1: to exchange (messages, greetings, arguments, etc.)<br><br>1: to intersect<br>2: to cross<br>3: to interlace<br><br>1: ... with one another<br>2: ... to each other	
交々	1593420	こもごも	交	adverb	1: alternately<br>2: in succession	
交ざる	1603920	まざる	交	Godan verb with `ru' ending, intransitive verb	1: to be mixed<br>2: to be blended with<br>3: to associate with<br>4: to mingle with<br>5: to join	
交じる	1603930	まじる	交	Godan verb with `ru' ending, intransitive verb	1: to be mixed<br>2: to be blended with<br>3: to associate with<br>4: to mingle with<br>5: to interest<br>6: to join	
効く	1591100	きく	効	Godan verb with `ku' ending, intransitive verb	1: to be effective<br>2: to show effect<br><br>1: to do its work<br>2: to carry out its function well<br><br>1: to be possible to use	薬が効く; 目が利く; 割引が効く
足	1404630	あし	足	noun	1: foot<br><br>1: leg<br><br>1: gait<br><br>1: pace<br><br>1: bottom structural component (i.e. radical) of a kanji<br><br>1: means of transportation<br><br>1: money<br>2: coin	お足
足す	1404700	たす	足	Godan verb with `su' ending, transitive verb	1: to add (numbers)<br><br>1: to add (something)<br>2: to top up (with something)<br><br>1: to take care of (e.g. one's business)	用を足す
足りる	1404740	たりる	足	Ichidan verb, intransitive verb	1: to be sufficient<br>2: to be enough<br><br>1: to be worth doing<br>2: to be worthy<br><br>1: to be sufficient<br>2: to answer<br>3: to do	取るに足りない
足る	1404750	たる	足	Godan verb with `ru' ending, intransitive verb	1: to be sufficient<br>2: to be enough<br>3: to be worthy of	
促す	1403760	うながす	促	Godan verb with `su' ending, transitive verb	1: to urge<br>2: to press<br>3: to prompt<br>4: to suggest<br>5: to demand<br>6: to stimulate<br>7: to quicken<br>8: to incite<br>9: to invite (attention to)	
露	1560070	つゆ	露	noun, adverb	1: dew<br><br>1: tears<br><br>1: (not) a bit<br>2: (not) at all	露聊かも
跳ねる	1429620	はねる	跳	Ichidan verb, intransitive verb	1: to jump<br>2: to leap<br>3: to prance<br>4: to spring up<br>5: to bound<br>6: to hop<br><br>1: to break up<br>2: to close<br>3: to come to an end<br><br>1: to hit (e.g. to have a car hit something or someone)	
躍る	1538445	おどる	躍	Godan verb with `ru' ending, intransitive verb	1: to jump<br>2: to leap<br><br>1: to pound (of one's heart, i.e. with excitement)<br>2: to throb<br><br>1: to be messily written	踊る
踏まえる	1450110	ふまえる	踏	Ichidan verb, transitive verb	1: to be based on<br>2: to have origin in	
踏む	1450270	ふむ	踏	Godan verb with `mu' ending, transitive verb	1: to step on<br>2: to tread on<br><br>1: to experience<br>2: to undergo<br><br>1: to estimate<br>2: to value<br>3: to appraise<br><br>1: to rhyme<br><br>1: to inherit (the throne, etc.)<br><br>1: to follow (rules, morals, principles, etc.)	
骨	1288550	ほね	骨	noun, adjectival nouns or quasi-adjectives	1: bone<br><br>1: frame<br><br>1: outline<br>2: core<br><br>1: backbone<br>2: spirit<br>3: fortitude<br><br>1: laborious<br>2: troublesome<br>3: difficult	
滑らか	1208560	なめらか	滑	adjectival nouns or quasi-adjectives	1: smooth (e.g. skin or ground)<br>2: glassy<br>3: velvety<br><br>1: fluent<br>2: smooth (speaking)<br>3: without a hitch	
滑る	1208640	すべる	滑	Godan verb with `ru' ending, intransitive verb	1: to glide<br>2: to slide (e.g. on skis)<br>3: to slip<br><br>1: to fail (an examination)<br>2: to bomb (when telling a joke)<br><br>1: to drop<br>2: to go down<br>3: to come down<br>4: to fall (e.g. in status)	
渦	1172310	うず	渦	noun	1: whirlpool<br>2: swirl<br>3: eddy<br>4: vortex<br>5: maelstrom	
過ぎる	1195970	すぎる	過	Ichidan verb, intransitive verb, suffix	1: to pass through<br>2: to pass by<br>3: to go beyond<br><br>1: to pass (i.e. of time)<br>2: to elapse<br><br>1: to have expired<br>2: to have ended<br>3: to be over<br><br>1: to exceed<br>2: to surpass<br>3: to be above<br><br>1: to be no more than ...<br><br>1: to be excessive<br>2: to be too much<br>3: to be too ...	
過ごす	1196000	すごす	過	Godan verb with `su' ending, transitive verb, suffix	1: to pass (time)<br>2: to spend<br><br>1: to overdo (esp. of one's alcohol consumption)<br>2: to drink (alcohol)<br><br>1: to take care of<br>2: to support<br><br>1: to overdo<br>2: to do too much<br><br>1: to ... without acting on it	
過ち	1196010	あやまち	過	noun	1: fault<br>2: error<br>3: indiscretion<br>4: faux pas	
過つ	1196020	あやまつ	過	Godan verb with `tsu' ending, intransitive verb	1: to err	
過ぎる	2106790	よぎる	過	Godan verb with `ru' ending	1: to go by<br>2: to cross<br>3: to pass by<br>4: to float across	
阿る	1150020	おもねる	阿	Godan verb with `ru' ending, intransitive verb	1: to flatter	
際	1296290	きわ	際	noun, noun, used as a suffix	1: edge<br>2: brink<br>3: verge<br>4: side<br><br>1: time<br>2: moment of	
障る	1352050	さわる	障	Godan verb with `ru' ending, intransitive verb	1: to hinder<br>2: to interfere with<br>3: to affect<br>4: to do one harm<br>5: to be harmful to	
随に	2526030	まにまに	随	adverb	1: at the mercy of (e.g. wind, waves)<br>2: (act) as one is told (by)	ままに
陳ねる	2248250	ひねる	陳	Ichidan verb, intransitive verb	1: to age	
防ぐ	1520190	ふせぐ	防	Godan verb with `gu' ending, transitive verb	1: to defend (against)<br>2: to protect<br>3: to prevent	
降る	1282790	ふる	降	Godan verb with `ru' ending, intransitive verb	1: to precipitate<br>2: to fall (e.g. rain)	
降りる	1589500	おりる	降	Ichidan verb, intransitive verb	1: to descend (e.g. a mountain)<br>2: to go down<br>3: to come down<br><br>1: to alight (e.g. from bus)<br>2: to get off<br>3: to disembark<br>4: to dismount<br><br>1: to step down<br>2: to retire<br>3: to give up<br>4: to quit<br><br>1: to be granted<br>2: to be issued<br>3: to be given<br><br>1: to form (of frost, dew, mist, etc.)<br><br>1: to be passed (from the body; e.g. of a roundworm)	下り物
降り	1631470	ふり	降	noun	1: rainfall<br>2: snowfall<br><br>1: alighting<br>2: descending	降りる・2
階	2543170	きざはし	階	noun	1: stairs<br><br>1: stairs at the front of a noh stage	階段
隣	1555830	となり	隣	noun, nouns which may take the genitive case particle `no'	1: neighbor (neighbour)<br>2: next to (esp. living next door to)	
隣る	2163190	となる	隣	Godan verb with `ru' ending	1: to neighbor (neighbour)<br>2: to be next to (esp. to live next door to)	隣
隔たる	1206340	へだたる	隔	Godan verb with `ru' ending, intransitive verb	1: to be distant	
隔てる	1206360	へだてる	隔	Ichidan verb, transitive verb	1: to separate (by distance, time, etc.)<br>2: to isolate<br>3: to partition<br>4: to divide<br><br>1: to interpose<br>2: to have between<br><br>1: to alienate<br>2: to estrange	
隠す	1170650	かくす	隠	Godan verb with `su' ending, transitive verb	1: to hide<br>2: to conceal	
隠れる	1170660	かくれる	隠	Ichidan verb, intransitive verb	1: to hide<br>2: to be hidden<br>3: to conceal oneself<br>4: to disappear	
隠し	2077780	かくし	隠	noun, noun, used as a prefix, noun, used as a suffix	1: hiding<br>2: concealing<br>3: being hidden<br>4: being concealed<br><br>1: pocket	衣嚢・かくし
陥る	1216120	おちいる	陥	Godan verb with `ru' ending, intransitive verb	1: to fall into (e.g. a hole)<br><br>1: to fall into (chaos, depression, dilemma, illness, etc.)<br><br>1: to fall into (a trap, etc.)<br><br>1: to fall<br>2: to surrender<br>3: to capitulate	
陥れる	1216130	おとしいれる	陥	Ichidan verb, transitive verb	1: to trick someone into (committing a crime, etc.)<br>2: to hatch a plan and deceive someone<br><br>1: to assault (a castle, etc.)<br><br>1: to drop something and have it fall into something	
穴	1254480	あな	穴	noun, noun, used as a suffix	1: hole<br><br>1: deficit<br>2: shortage<br>3: missing person (in a team, meeting, etc.)<br><br>1: vacancy<br>2: opening<br><br>1: flaw<br><br>1: profitable place (or item, etc.) not well known by others<br><br>1: upset victory (with a large payoff)<br><br>1: pit (of a theater)<br><br>1: hiding place<br><br>1: underbelly (of society, etc.)	穴が開く; 平土間
空	1245280	から	空	noun, nouns which may take the genitive case particle `no'	1: emptiness<br>2: vacuum<br>3: blank	
空	1245290	そら	空	noun	1: sky<br>2: the heavens	
空しい	1245370	むなしい	空	adjective	1: empty<br>2: void<br>3: vacant<br><br>1: vain<br>2: fruitless<br>3: futile<br>4: ineffective<br><br>1: lifeless	空しくなる
空く	1586265	すく	空	Godan verb with `ku' ending, intransitive verb	1: to become less crowded<br>2: to thin out<br>3: to get empty<br><br>1: to be hungry	お腹が空く
